1.933980999999999995e+02,-2.136819096006693712e+02
1.933982000000000028e+02,-2.136991991632992836e+02
1.933983000000000061e+02,-2.136330175793022192e+02
1.933984000000000094e+02,-2.136302942521499801e+02
1.933985000000000127e+02,-2.135942829374156418e+02
1.933986000000000161e+02,-2.135691056660237166e+02
1.933987000000000194e+02,-2.135567337233853209e+02
1.933988000000000227e+02,-2.135129837323460436e+02
1.933988999999999976e+02,-2.134886590852381119e+02
1.933990000000000009e+02,-2.134758946320847315e+02
1.933991000000000042e+02,-2.134469150114826732e+02
1.933992000000000075e+02,-2.134077501322797730e+02
1.933993000000000109e+02,-2.133922485044306541e+02
1.933994000000000142e+02,-2.133743235416964126e+02
1.933995000000000175e+02,-2.133290345202013611e+02
1.933996000000000208e+02,-2.133200218191735473e+02
1.933996999999999957e+02,-2.132917074081901774e+02
1.933997999999999990e+02,-2.132388854393540214e+02
1.933999000000000024e+02,-2.132807083134656807e+02
1.934000000000000057e+02,-2.131593009633802467e+02
1.934001000000000090e+02,-2.132218324596285015e+02
1.934002000000000123e+02,-2.131204683560709725e+02
1.934003000000000156e+02,-2.131639982255957761e+02
1.934004000000000190e+02,-2.130938877257620163e+02
1.934005000000000223e+02,-2.130748501207461914e+02
1.934005999999999972e+02,-2.130581633650651554e+02
1.934007000000000005e+02,-2.130240624796977613e+02
1.934008000000000038e+02,-2.129966388310919569e+02
1.934009000000000071e+02,-2.129844097027649639e+02
1.934010000000000105e+02,-2.129368197625999812e+02
1.934011000000000138e+02,-2.129275206183093587e+02
1.934012000000000171e+02,-2.128880242589908391e+02
1.934013000000000204e+02,-2.128802081179362631e+02
1.934013999999999953e+02,-2.128290418293235575e+02
1.934014999999999986e+02,-2.128226578467948684e+02
1.934016000000000020e+02,-2.127860845316245388e+02
1.934017000000000053e+02,-2.127772486908042424e+02
1.934018000000000086e+02,-2.127160451690493517e+02
1.934019000000000119e+02,-2.127148709195265042e+02
1.934020000000000152e+02,-2.126953714270766511e+02
1.934021000000000186e+02,-2.126357217093167833e+02
1.934022000000000219e+02,-2.126498719913831792e+02
1.934022999999999968e+02,-2.125901077555505481e+02
1.934024000000000001e+02,-2.125837768934680412e+02
1.934025000000000034e+02,-2.125402438316008329e+02
1.934026000000000067e+02,-2.125387027827363227e+02
1.934027000000000100e+02,-2.124839934545105677e+02
1.934028000000000134e+02,-2.124697313273181862e+02
1.934029000000000167e+02,-2.124479815245546774e+02
1.934030000000000200e+02,-2.124130233602683120e+02
1.934031000000000233e+02,-2.123923462893462215e+02
1.934031999999999982e+02,-2.123510192621291139e+02
1.934033000000000015e+02,-2.123508050889559513e+02
1.934034000000000049e+02,-2.122948842647346055e+02
1.934035000000000082e+02,-2.122850920198570464e+02
1.934036000000000115e+02,-2.122580763445010064e+02
1.934037000000000148e+02,-2.122247815315231776e+02
1.934038000000000181e+02,-2.121976424782503727e+02
1.934039000000000215e+02,-2.121741716795896480e+02
1.934039999999999964e+02,-2.121521585844390074e+02
1.934040999999999997e+02,-2.121008266901242791e+02
1.934042000000000030e+02,-2.121096097400355802e+02
1.934043000000000063e+02,-2.120568562572266842e+02
1.934044000000000096e+02,-2.120460450926863700e+02
1.934045000000000130e+02,-2.119890341435192340e+02
1.934046000000000163e+02,-2.120036069678170350e+02
1.934047000000000196e+02,-2.119493833796294098e+02
