1.933980999999999995e+02,-2.113029534194995165e+02
1.933982000000000028e+02,-2.112724768095599757e+02
1.933983000000000061e+02,-2.112328112898474615e+02
1.933984000000000094e+02,-2.112038529392966666e+02
1.933985000000000127e+02,-2.111966306743454425e+02
1.933986000000000161e+02,-2.111606434188339279e+02
1.933987000000000194e+02,-2.111202530075631785e+02
1.933988000000000227e+02,-2.110961006084635585e+02
1.933988999999999976e+02,-2.110657098531047495e+02
1.933990000000000009e+02,-2.110475770785369036e+02
1.933991000000000042e+02,-2.110076584830981119e+02
1.933992000000000075e+02,-2.109935018367159216e+02
1.933993000000000109e+02,-2.109482153695375075e+02
1.933994000000000142e+02,-2.109264388370233974e+02
1.933995000000000175e+02,-2.108897605347170270e+02
1.933996000000000208e+02,-2.108760347455621513e+02
1.933996999999999957e+02,-2.108350636285683777e+02
1.933997999999999990e+02,-2.110904154079425439e+02
1.933999000000000024e+02,-2.086223781765481249e+02
1.934000000000000057e+02,-2.183686631076924982e+02
1.934001000000000090e+02,-2.076510394732904672e+02
1.934002000000000123e+02,-2.115488664853593832e+02
1.934003000000000156e+02,-2.106535862305909745e+02
1.934004000000000190e+02,-2.106386228272700691e+02
1.934005000000000223e+02,-2.106211127564025389e+02
1.934005999999999972e+02,-2.105785870639738846e+02
1.934007000000000005e+02,-2.105444187650275580e+02
1.934008000000000038e+02,-2.105532020819897525e+02
1.934009000000000071e+02,-2.104512612995808638e+02
1.934010000000000105e+02,-2.104877602395814336e+02
1.934011000000000138e+02,-2.104349827134441000e+02
1.934012000000000171e+02,-2.104072050411798784e+02
1.934013000000000204e+02,-2.103660423857760975e+02
1.934013999999999953e+02,-2.103524315600052716e+02
1.934014999999999986e+02,-2.103275158515916985e+02
1.934016000000000020e+02,-2.102659995379775069e+02
1.934017000000000053e+02,-2.102843811130643701e+02
1.934018000000000086e+02,-2.102099868903222841e+02
1.934019000000000119e+02,-2.102089758194950946e+02
1.934020000000000152e+02,-2.101728980017028903e+02
1.934021000000000186e+02,-2.101274688687748835e+02
1.934022000000000219e+02,-2.101273333306404254e+02
1.934022999999999968e+02,-2.100687017322927090e+02
1.934024000000000001e+02,-2.100584198849218751e+02
1.934025000000000034e+02,-2.100277754995551618e+02
1.934026000000000067e+02,-2.099807443277454979e+02
1.934027000000000100e+02,-2.099631865930872152e+02
1.934028000000000134e+02,-2.099403755190220124e+02
1.934029000000000167e+02,-2.098942413611425764e+02
1.934030000000000200e+02,-2.098742064261699909e+02
1.934031000000000233e+02,-2.098548060729569045e+02
1.934031999999999982e+02,-2.097965080231741410e+02
1.934033000000000015e+02,-2.097857331893847004e+02
1.934034000000000049e+02,-2.097703279098126927e+02
1.934035000000000082e+02,-2.097042446916103415e+02
1.934036000000000115e+02,-2.096976019425455888e+02
1.934037000000000148e+02,-2.096660408065165484e+02
1.934038000000000181e+02,-2.096366270173380144e+02
1.934039000000000215e+02,-2.095914349549017288e+02
1.934039999999999964e+02,-2.095822496437493783e+02
1.934040999999999997e+02,-2.095316358055230523e+02
1.934042000000000030e+02,-2.095125776375568591e+02
1.934043000000000063e+02,-2.094961808227504889e+02
1.934044000000000096e+02,-2.094305482742435345e+02
